left,center,right,bot,speechStart,speechEnd,time,comments,question difficulty,duration
1,0,0,0,0,0,183342,,,0
1,0,0,0,0,0,183345,,,0
1,0,0,0,0,0,183348,,,0
1,0,0,0,0,0,183352,,,0
1,0,0,0,0,0,183355,,,0
1,0,0,0,0,0,183358,,,0
1,0,0,0,0,0,183362,,,0
1,0,0,0,0,0,183365,,,0
1,0,0,0,0,0,183368,,,0
1,0,0,0,0,0,183372,,,0
1,0,0,0,0,0,183375,,,0
1,0,0,0,0,0,183378,,,0
1,0,0,0,0,0,183382,,,0
1,0,0,0,0,0,183385,,,0
1,0,0,0,0,0,183388,,,0
1,0,0,0,0,0,183392,,,0
1,0,0,0,0,0,183395,,,0
1,0,0,0,0,0,183398,,,0
1,0,0,0,0,0,183402,,,0
1,0,0,0,0,0,183405,,,0
1,0,0,0,0,0,183408,,,0
1,0,0,0,0,0,183412,,,0
1,0,0,0,0,0,183415,,,0
1,0,0,0,0,0,183418,,,0
1,0,0,0,0,0,183422,,,0
1,0,0,0,0,0,183425,,,0
1,0,0,0,0,0,183428,,,0
1,0,0,0,0,0,183432,,,0
1,0,0,0,0,0,183435,,,0
1,0,0,0,0,0,183438,,,0
1,0,0,0,0,0,183442,,,0
1,0,0,0,0,0,183445,,,0
1,0,0,0,0,0,183448,,,0
1,0,0,0,0,0,183452,,,0
1,0,0,0,0,0,183455,,,0
1,0,0,0,0,0,183458,,,0
1,0,0,0,0,0,183462,,,0
1,0,0,0,0,0,183465,,,0
1,0,0,0,0,0,183468,,,0
1,0,0,0,0,0,183472,,,0
1,0,0,0,0,0,183475,,,0
1,0,0,0,0,0,183478,,,0
1,0,0,0,0,0,183482,,,0
1,0,0,0,0,0,183485,,,0
1,0,0,0,0,0,183488,,,0
1,0,0,0,0,0,183492,,,0
1,0,0,0,0,0,183495,,,0
1,0,0,0,0,0,183498,,,0
1,0,0,0,0,0,183502,,,0
1,0,0,0,0,0,183505,,,0
1,0,0,0,0,0,183508,,,0
1,0,0,0,0,0,183512,,,0
1,0,0,0,0,0,183515,,,0
1,0,0,0,0,0,183518,,,0
1,0,0,0,0,0,183522,,,0
1,0,0,0,0,0,183525,,,0
1,0,0,0,0,0,183528,,,0
1,0,0,0,0,0,183532,,,0
1,0,0,0,0,0,183535,,,0
1,0,0,0,0,0,183538,,,0
1,0,0,0,0,0,183542,,,0
1,0,0,0,0,0,183545,,,0
1,0,0,0,0,0,183548,,,0
1,0,0,0,0,0,183552,,,0
1,0,0,0,0,0,183555,,,0
1,0,0,0,0,0,183558,,,0
1,0,0,0,0,0,183562,,,0
1,0,0,0,0,0,183565,,,0
1,0,0,0,0,0,183568,,,0
1,0,0,0,0,0,183572,,,0
1,0,0,0,0,0,183575,,,0
1,0,0,0,0,0,183578,,,0
1,0,0,0,0,0,183582,,,0
1,0,0,0,0,0,183585,,,0
1,0,0,0,0,0,183588,,,0
1,0,0,0,0,0,183592,,,0
1,0,0,0,0,0,183595,,,0
1,0,0,0,0,0,183598,,,0
1,0,0,0,0,0,183602,,,0
1,0,0,0,0,0,183605,,,0
1,0,0,0,0,0,183608,,,0
1,0,0,0,0,0,183612,,,0
1,0,0,0,0,0,183615,,,0
1,0,0,0,0,0,183618,,,0
1,0,0,0,0,0,183622,,,0
1,0,0,0,0,0,183625,,,0
1,0,0,0,0,0,183628,,,0
1,0,0,0,0,0,183632,,,0
1,0,0,0,0,0,183635,,,0
1,0,0,0,0,0,183638,,,0
1,0,0,0,0,0,183642,,,0
1,0,0,0,0,0,183645,,,0
1,0,0,0,0,0,183648,,,0
1,0,0,0,0,0,183652,,,0
1,0,0,0,0,0,183655,,,0
1,0,0,0,0,0,183658,,,0
1,0,0,0,0,0,183662,,,0
1,0,0,0,0,0,183665,,,0
1,0,0,0,0,0,183668,,,0
1,0,0,0,0,0,183672,,,0
1,0,0,0,0,0,183675,,,0
1,0,0,0,0,0,183678,,,0
1,0,0,0,0,0,183682,,,0
1,0,0,0,0,0,183685,,,0
1,0,0,0,0,0,183688,,,0
1,0,0,0,0,0,183692,,,0
1,0,0,0,0,0,183695,,,0
1,0,0,0,0,0,183698,,,0
1,0,0,0,0,0,183702,,,0
1,0,0,0,0,0,183705,,,0
1,0,0,0,0,0,183708,,,0
1,0,0,0,0,0,183712,,,0
1,0,0,0,0,0,183715,,,0
1,0,0,0,0,0,183718,,,0
1,0,0,0,0,0,183722,,,0
1,0,0,0,0,0,183725,,,0
1,0,0,0,0,0,183728,,,0
1,0,0,0,0,0,183732,,,0
1,0,0,0,0,0,183735,,,0
1,0,0,0,0,0,183738,,,0
1,0,0,0,0,0,183742,,,0
1,0,0,0,0,0,183745,,,0
1,0,0,0,0,0,183748,,,0
1,0,0,0,0,0,183752,,,0
1,0,0,0,0,0,183755,,,0
1,0,0,0,0,0,183758,,,0
1,0,0,0,0,0,183762,,,0
1,0,0,0,0,0,183765,,,0
1,0,0,0,0,0,183768,,,0
1,0,0,0,0,0,183772,,,0
1,0,0,0,0,0,183775,,,0
1,0,0,0,0,0,183778,,,0
1,0,0,0,0,0,183782,,,0
1,0,0,0,0,0,183785,,,0
1,0,0,0,0,0,183788,,,0
1,0,0,0,0,0,183792,,,0
1,0,0,0,0,0,183795,,,0
1,0,0,0,0,0,183798,,,0
1,0,0,0,0,0,183802,,,0
1,0,0,0,0,0,183805,,,0
1,0,0,0,0,0,183808,,,0
1,0,0,0,0,0,183812,,,0
1,0,0,0,0,0,183815,,,0
1,0,0,0,0,0,183818,,,0
1,0,0,0,0,0,183822,,,0
1,0,0,0,0,0,183825,,,0
1,0,0,0,0,0,183828,,,0
1,0,0,0,0,0,183832,,,0
1,0,0,0,0,0,183835,,,0
1,0,0,0,0,0,183838,,,0
1,0,0,0,0,0,183842,,,0
1,0,0,0,0,0,183845,,,0
1,0,0,0,0,0,183848,,,0
1,0,0,0,0,0,183852,,,0
1,0,0,0,0,0,183855,,,0
1,0,0,0,0,0,183858,,,0
1,0,0,0,0,0,183862,,,0
1,0,0,0,0,0,183865,,,0
1,0,0,0,0,0,183868,,,0
1,0,0,0,0,0,183872,,,0
1,0,0,0,0,0,183875,,,0
1,0,0,0,0,0,183878,,,0
1,0,0,0,0,0,183882,,,0
1,0,0,0,0,0,183885,,,0
1,0,0,0,0,0,183888,,,0
1,0,0,0,0,0,183892,,,0
1,0,0,0,0,0,183895,,,0
1,0,0,0,0,0,183898,,,0
1,0,0,0,0,0,183902,,,0
1,0,0,0,0,0,183905,,,0
1,0,0,0,0,0,183908,,,0
1,0,0,0,0,0,183912,,,0
1,0,0,0,0,0,183915,,,0
1,0,0,0,0,0,183918,,,0
1,0,0,0,0,0,183922,,,0
1,0,0,0,0,0,183925,,,0
1,0,0,0,0,0,183928,,,0
1,0,0,0,0,0,183932,,,0
1,0,0,0,0,0,183935,,,0
1,0,0,0,0,0,183938,,,0
1,0,0,0,0,0,183942,,,0
1,0,0,0,0,0,183945,,,0
1,0,0,0,0,0,183948,,,0
1,0,0,0,0,0,183952,,,0
1,0,0,0,0,0,183955,,,0
1,0,0,0,0,0,183958,,,0
1,0,0,0,0,0,183962,,,0
1,0,0,0,0,0,183965,,,0
1,0,0,0,0,0,183968,,,0
1,0,0,0,0,0,183972,,,0
1,0,0,0,0,0,183975,,,0
1,0,0,0,0,0,183978,,,0
1,0,0,0,0,0,183982,,,0
1,0,0,0,0,0,183985,,,0
1,0,0,0,0,0,183988,,,0
1,0,0,0,0,0,183992,,,0
1,0,0,0,0,0,183995,,,0
1,0,0,0,0,0,183998,,,0
1,0,0,0,0,0,184002,,,0
1,0,0,0,0,0,184005,,,0
1,0,0,0,0,0,184008,,,0
1,0,0,0,0,0,184012,,,0
1,0,0,0,0,0,184015,,,0
1,0,0,0,0,0,184018,,,0
1,0,0,0,0,0,184022,,,0
1,0,0,0,0,0,184025,,,0
1,0,0,0,0,0,184028,,,0
1,0,0,0,0,0,184032,,,0
1,0,0,0,0,0,184035,,,0
1,0,0,0,0,0,184038,,,0
1,0,0,0,0,0,184042,,,0
1,0,0,0,0,0,184045,,,0
1,0,0,0,0,0,184048,,,0
1,0,0,0,0,0,184052,,,0
1,0,0,0,0,0,184055,,,0
1,0,0,0,0,0,184058,,,0
1,0,0,0,0,0,184062,,,0
1,0,0,0,0,0,184065,,,0
1,0,0,0,0,0,184068,,,0
1,0,0,0,0,0,184072,,,0
1,0,0,0,0,0,184075,,,0
1,0,0,0,0,0,184078,,,0
1,0,0,0,0,0,184082,,,0
1,0,0,0,0,0,184085,,,0
1,0,0,0,0,0,184088,,,0
1,0,0,0,0,0,184092,,,0
1,0,0,0,0,0,184095,,,0
1,0,0,0,0,0,184098,,,0
1,0,0,0,0,0,184102,,,0
1,0,0,0,0,0,184105,,,0
1,0,0,0,0,0,184108,,,0
1,0,0,0,0,0,184112,,,0
1,0,0,0,0,0,184115,,,0
1,0,0,0,0,0,184118,,,0
1,0,0,0,0,0,184122,,,0
1,0,0,0,0,0,184125,,,0
1,0,0,0,0,0,184128,,,0
1,0,0,0,0,0,184132,,,0
1,0,0,0,0,0,184135,,,0
1,0,0,0,0,0,184138,,,0
1,0,0,0,0,0,184142,,,0
1,0,0,0,0,0,184145,,,0
1,0,0,0,0,0,184148,,,0
1,0,0,0,0,0,184152,,,0
1,0,0,0,0,0,184155,,,0
1,0,0,0,0,0,184158,,,0
1,0,0,0,0,0,184162,,,0
1,0,0,0,0,0,184165,,,0
1,0,0,0,0,0,184168,,,0
1,0,0,0,0,0,184172,,,0
1,0,0,0,0,0,184175,,,0
1,0,0,0,0,0,184178,,,0
1,0,0,0,0,0,184182,,,0
1,0,0,0,0,0,184185,,,0
1,0,0,0,0,0,184188,,,0
1,0,0,0,0,0,184192,,,0
1,0,0,0,0,0,184195,,,0
1,0,0,0,0,0,184198,,,0
1,0,0,0,0,0,184202,,,0
1,0,0,0,0,0,184205,,,0
1,0,0,0,0,0,184208,,,0
1,0,0,0,0,0,184212,,,0
1,0,0,0,0,0,184215,,,0
1,0,0,0,0,0,184218,,,0
1,0,0,0,0,0,184222,,,0
1,0,0,0,0,0,184225,,,0
1,0,0,0,0,0,184228,,,0
1,0,0,0,0,0,184232,,,0
1,0,0,0,0,0,184235,,,0
1,0,0,0,0,0,184238,,,0
1,0,0,0,0,0,184242,,,0
1,0,0,0,0,0,184245,,,0
1,0,0,0,0,0,184248,,,0
1,0,0,0,0,0,184252,,,0
1,0,0,0,0,0,184255,,,0
1,0,0,0,0,0,184258,,,0
1,0,0,0,0,0,184262,,,0
1,0,0,0,0,0,184265,,,0
1,0,0,0,0,0,184268,,,0
1,0,0,0,0,0,184272,,,0
1,0,0,0,0,0,184275,,,0
1,0,0,0,0,0,184278,,,0
1,0,0,0,0,0,184282,,,0
1,0,0,0,0,0,184285,,,0
1,0,0,0,0,0,184288,,,0
1,0,0,0,0,0,184292,,,0
1,0,0,0,0,0,184295,,,0
1,0,0,0,0,0,184298,,,0
1,0,0,0,0,0,184302,,,0
1,0,0,0,0,0,184305,,,0
1,0,0,0,0,0,184308,,,0
1,0,0,0,0,0,184312,,,0
1,0,0,0,0,0,184315,,,0
1,0,0,0,0,0,184318,,,0
1,0,0,0,0,0,184322,,,0
1,0,0,0,0,0,184325,,,0
1,0,0,0,0,0,184328,,,0
1,0,0,0,0,0,184332,,,0
1,0,0,0,0,0,184335,,,0
1,0,0,0,0,0,184338,,,0
1,0,0,0,0,0,184342,,,0
1,0,0,0,0,0,184345,,,0
1,0,0,0,0,0,184348,,,0
1,0,0,0,0,0,184352,,,0
1,0,0,0,0,0,184355,,,0
1,0,0,0,0,0,184358,,,0
1,0,0,0,0,0,184362,,,0
1,0,0,0,0,0,184365,,,0
1,0,0,0,0,0,184368,,,0
1,0,0,0,0,0,184372,,,0
1,0,0,0,0,0,184375,,,0
1,0,0,0,0,0,184378,,,0
1,0,0,0,0,0,184382,,,0
1,0,0,0,0,0,184385,,,0
1,0,0,0,0,0,184388,,,0
1,0,0,0,0,0,184392,,,0
1,0,0,0,0,0,184395,,,0
1,0,0,0,0,0,184398,,,0
1,0,0,0,0,0,184402,,,0
1,0,0,0,0,0,184405,,,0
1,0,0,0,0,0,184408,,,0
1,0,0,0,0,0,184412,,,0
1,0,0,0,0,0,184415,,,0
1,0,0,0,0,0,184418,,,0
1,0,0,0,0,0,184422,,,0
1,0,0,0,0,0,184425,,,0
